Title,Link,Description,Publication Date,Category,New_description
T20 World Cup 2024: South Africa beat Sri Lanka by six wickets in low-scoring match,https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-2024-south-africa-vs-sri-lanka-in-new-york-on-june-3-2024/article68247884.ece,"The Proteas first restricted Sri Lanka to 77 in 19.1 overs, the Islanders’ lowest total in T20 cricket, with Nortje coming up with envious figures of 4/7 in four overs. ","Mon, 03 Jun 2024 22:13:51 +0530",Cricket,"The Proteas first restricted Sri Lanka to 77 in 19.1 overs, the Islanders’ lowest total in T20 cricket, with Nortje coming up with envious figures of 4/7 in four overs. "
T20 World Cup 2024: Cricket and USA — strange bedfellows indeed,https://www.thehindu.com/sport/cricket/t20-world-cup-2024-cricket-and-usa-strange-bedfellows-indeed/article68247873.ece,"The Nassau County International Cricket Stadium, the venue for India’s group stage matches, is nestled inside the Eisenhower Park.","Mon, 03 Jun 2024 22:10:06 +0530",Cricket,"The Nassau County International Cricket Stadium, the venue for India’s group stage matches, is nestled inside the Eisenhower Park."
Mitchell Starc key to Australia’s chances in T20 World Cup: McGrath,https://www.thehindu.com/sport/cricket/mitchell-starc-key-to-australias-chances-in-t20-world-cup-mcgrath/article68247163.ece,"McGrath expressed his support for the expanded T20 World Cup, where more teams get the opportunity to participate.","Mon, 03 Jun 2024 21:41:37 +0530",Cricket,"McGrath expressed his support for the expanded T20 World Cup, where more teams get the opportunity to participate."
ICC announces record prize purse of $11.25 million for T20 World Cup,https://www.thehindu.com/sport/cricket/icc-announces-record-prize-purse-of-1125-million-for-t20-world-cup/article68246827.ece,The winners will be pocketing $2.45 million while the runners-up will receive at least $1.28 million,"Mon, 03 Jun 2024 19:02:15 +0530",Cricket,The winners will be pocketing $2.45 million while the runners-up will receive at least $1.28 million
India batter Kedar Jadhav announces retirement,https://www.thehindu.com/sport/cricket/india-batter-kedar-jadhav-announces-retirement/article68246339.ece,"Interestingly, Jadhav is currently captaining Kolhapur Tuskers in the Maharashtra Premier League which got underway in Pune on June 2 and his post does not specify whether the announcement covers this engagement","Mon, 03 Jun 2024 17:09:52 +0530",Cricket,"Interestingly, Jadhav is currently captaining Kolhapur Tuskers in the Maharashtra Premier League which got underway in Pune on June 2 and his post does not specify whether the announcement covers this engagement"
"Ajinkya Rahane underlines importance of fitness, game plan as Mumbai begin off-season camp",https://www.thehindu.com/sport/cricket/ajinkya-rahane-underlines-importance-of-fitness-game-plan-as-mumbai-begin-off-season-camp/article68245994.ece,The Mumbai Cricket Association (MCA) launched the three-month long camp on the theme titled ‘Home of the Champions’ for the upcoming season.,"Mon, 03 Jun 2024 15:17:48 +0530",Cricket,The Mumbai Cricket Association (MCA) launched the three-month long camp on the theme titled ‘Home of the Champions’ for the upcoming season.
T20 World Cup 2024: Holders England hopes to set tone against Scotland; Afghans start favourites against Uganda,https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-2024-matches-on-june-4-2024/article68245990.ece,England will still enter the tournament as one of the strong contenders to lift the title for an unprecedented third time.,"Mon, 03 Jun 2024 15:02:35 +0530",Cricket,England will still enter the tournament as one of the strong contenders to lift the title for an unprecedented third time.
"Trumpelmann, Wiese shine as Namibia win in Super Over",https://www.thehindu.com/sport/cricket/trumpelmann-wiese-shine-as-namibia-win-in-super-over/article68245540.ece,Trumpelmann created history when he dismissed opener Kashyap Prajapati and Oman skipper Aqib Ilyas for golden ducks on the first two balls of the match,"Mon, 03 Jun 2024 11:51:28 +0530",Cricket,Trumpelmann created history when he dismissed opener Kashyap Prajapati and Oman skipper Aqib Ilyas for golden ducks on the first two balls of the match
T20 World Cup 2024: West Indies beat Papua New Guinea by five wickets ,https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-2024-west-indies-vs-papua-new-guinea-in-georgetown-on-june-2-2024/article68244282.ece,"All-rounder Roston Chase’s unbeaten 42 off 27 balls (four fours, two sixes) stole the spotlight from the power-hitting Andre Russell (15 not out) to take the West Indies team to victory at 137 for five off 19 overs.","Sun, 02 Jun 2024 22:03:55 +0530",Cricket,"All-rounder Roston Chase’s unbeaten 42 off 27 balls (four fours, two sixes) stole the spotlight from the power-hitting Andre Russell (15 not out) to take the West Indies team to victory at 137 for five off 19 overs."
Would love to coach the Indian team: Gautam Gambhir,https://www.thehindu.com/sport/cricket/would-love-to-coach-the-indian-team-gautam-gambhir/article68244126.ece,"Gautam Gambhir is seen as an able successor to Rahul Dravid, whose contract expires after the ongoing T20 World Cup","Sun, 02 Jun 2024 21:28:41 +0530",Cricket,"Gautam Gambhir is seen as an able successor to Rahul Dravid, whose contract expires after the ongoing T20 World Cup"
"T20 World Cup 2024: Hopefully my innings will open eyes of those who don’t know me or USA cricket, says Aaron Jones",https://www.thehindu.com/sport/cricket/t20-world-cup-2024-hopefully-my-innings-will-open-eyes-of-those-who-dont-know-me-or-usa-cricket-says-aaron-jones/article68243062.ece,Aaron Jones' 40-ball 94 was an eye-opener as his team notched a convincing seven-wicket victory over rivals Canada in Dallas,"Sun, 02 Jun 2024 16:50:42 +0530",Cricket,Aaron Jones' 40-ball 94 was an eye-opener as his team notched a convincing seven-wicket victory over rivals Canada in Dallas
"India vs Pakistan T20 World Cup match: Stay clam and keep nerves at bay, Babar Azam tells teammates ahead of India clash",https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-2024-india-vs-pakistan-match/article68243038.ece, India have lost only once to Pakistan in the T20 World Cup in seven meetings with their only defeat coming in 2021 when the Virat Kohli-led side lost by 10 wickets at the Super 12 stage.,"Sun, 02 Jun 2024 16:40:02 +0530",Cricket, India have lost only once to Pakistan in the T20 World Cup in seven meetings with their only defeat coming in 2021 when the Virat Kohli-led side lost by 10 wickets at the Super 12 stage.
Twenty20 World Cup: Sri Lanka looks to muffle big guns in South Africa batting; Namibia faces Oman,https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-2024-matches-on-june-3-2024/article68242896.ece,South Africa have spread all their cards on the table as the team selection indicated the most likely route they would take in this ICC showpiece.,"Sun, 02 Jun 2024 15:47:01 +0530",Cricket,South Africa have spread all their cards on the table as the team selection indicated the most likely route they would take in this ICC showpiece.
ICC Twenty20 World Cup | We have not really nailed down our batting unit: Rohit Sharma,https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-we-have-not-really-nailed-down-our-batting-unit-rohit-sharma/article68242811.ece,"""New venue, new ground, drop-in pitch — important to get used to it and we managed pretty well,"" Rohit Sharma said after the match","Sun, 02 Jun 2024 14:56:51 +0530",Cricket,"""New venue, new ground, drop-in pitch — important to get used to it and we managed pretty well,"" Rohit Sharma said after the match"
USA begin T-20 World Cup with seven-wicket win over Canada ,https://www.thehindu.com/sport/cricket/usa-canada-t20-match-world-cup-june-2/article68242296.ece,USA rode on Andries G'ous' 65 and Jones' unbeaten 40-ball knock to cruise home in 17.4 overs,"Sun, 02 Jun 2024 09:57:33 +0530",Cricket,USA rode on Andries G'ous' 65 and Jones' unbeaten 40-ball knock to cruise home in 17.4 overs
"Google Doodle celebrates ICC Men's T20 Cricket World Cup hosted by U.S., West Indies",https://www.thehindu.com/sport/cricket/google-doodle-celebrates-icc-mens-t20-cricket-world-cup-hosted-by-us-west-indies/article68241198.ece,"“Exciting to see my favorite sport growing globally - and celebrated in today’s #Doodle,” Google CEO Sundar Pichai posts in X.","Sun, 02 Jun 2024 04:51:00 +0530",Cricket,"“Exciting to see my favorite sport growing globally - and celebrated in today’s #Doodle,” Google CEO Sundar Pichai posts in X."
"ICC Twenty20 World Cup: Rishabh Pant, Hardik Pandya lead India's 60-run win over Bangladesh in warm-up match",https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-rishabh-pant-hardik-pandya-lead-indias-60-run-win-over-bangladesh-in-warm-up-match/article68240961.ece,"Pant’s 53 (32b, 4x4, 4x6), who was making his India comeback after that horrific car accident in December 2022, and Hardik Pandya’s equally pleasing (40 not out, 23b, 2x4, 4x6) led India to a competitive 182 for five after opting to bat first.","Sun, 02 Jun 2024 00:51:58 +0530",Cricket,"Pant’s 53 (32b, 4x4, 4x6), who was making his India comeback after that horrific car accident in December 2022, and Hardik Pandya’s equally pleasing (40 not out, 23b, 2x4, 4x6) led India to a competitive 182 for five after opting to bat first."
Dinesh Karthik bows out after an illustrious and multifaceted career,https://www.thehindu.com/sport/cricket/dinesh-karthik-retires-from-all-forms-of-competitive-cricket-on-his-39th-birthday/article68239883.ece,He has already built a name for his prowess behind the mic,"Sat, 01 Jun 2024 19:28:17 +0530",Cricket,He has already built a name for his prowess behind the mic
ICC Twenty20 World Cup: West Indies aim for solid start against Papua New Guinea; USA to face Canada,https://www.thehindu.com/sport/cricket/icc-twenty20-world-cup-matches-on-june-2-2024/article68239179.ece,"It's been 2982 days since the memorable night at the Eden Gardens in Kolkata, something West Indies would be desperate to reclaim especially when the tournament is at home.","Sat, 01 Jun 2024 16:24:00 +0530",Cricket,"It's been 2982 days since the memorable night at the Eden Gardens in Kolkata, something West Indies would be desperate to reclaim especially when the tournament is at home."
I don’t try to over-teach: Jasprit Bumrah on mentoring India’s young pacers,https://www.thehindu.com/sport/cricket/i-dont-try-to-over-teach-jasprit-bumrah-on-mentoring-indias-young-pacers/article68239038.ece,"The 30-year-old Bumrah would be a key player for India in the T20 World Cup, starting in New York on June 1 ","Sat, 01 Jun 2024 15:21:52 +0530",Cricket,"The 30-year-old Bumrah would be a key player for India in the T20 World Cup, starting in New York on June 1 "
"Gautam Gambhir would be good coach for India if he has applied, says Sourav Ganguly",https://www.thehindu.com/sport/cricket/if-he-has-applied-gambhir-would-be-good-coach-for-india-ganguly/article68238896.ece, The former BCCI president Sourav Ganguly said he is in favour of the national team having an Indian coach since there is enough talent in the country.,"Sat, 01 Jun 2024 12:57:41 +0530",Cricket, The former BCCI president Sourav Ganguly said he is in favour of the national team having an Indian coach since there is enough talent in the country.
England all-rounder Chris Woakes on a break from cricket after father's death,https://www.thehindu.com/sport/cricket/england-all-rounder-chris-woakes-on-a-break-from-cricket-after-fathers-death/article68238773.ece,"“The last month has been the most challenging of my life,” he said","Sat, 01 Jun 2024 11:48:20 +0530",Cricket,"“The last month has been the most challenging of my life,” he said"
"Gilchrist backs Nepal, Netherlands to upset big teams in T20 WC",https://www.thehindu.com/sport/cricket/gilchrist-backs-nepal-netherlands-to-upset-big-teams-in-t20-wc/article68238787.ece," ""I think Nepal would be a team that might be able to fire a shot,"" Gilchrist said. ","Sat, 01 Jun 2024 11:39:30 +0530",Cricket," ""I think Nepal would be a team that might be able to fire a shot,"" Gilchrist said. "
"Morning Digest | Marathon Lok Sabha polling exercise ends with 7th phase today; 61 killed as heatwave grips north India, and more",https://www.thehindu.com/news/the-hindu-morning-digest-june-1-2024/article68237491.ece,Here is a select list of stories to start the day,"Sat, 01 Jun 2024 06:43:25 +0530",News,Here is a select list of stories to start the day
